Brawler,Map,Adjusted Win Rate
DARRYL,Middle Ground,0.558517689
MEG,Bric-a-Brac,0.558515691
AMBER,Lit Match,0.558515483
GALE,Flooded Mine,0.558515029
RICO,Undermine,0.558512382
LOLA,Ring of Fire,0.558511222
LEON,Dark Fantasies,0.558499988
PAM,Sticky Notes,0.558483632
LOU,Ruins,0.558479396
JACKY,Belle's Rock,0.558473804
BROCK,Cube Force,0.55847354
COLETTE,Dueling Beetles,0.558468725
PENNY,Split,0.5584665
POCO,Bot Drop,0.558459975
BEA,Factory Rush,0.55844589
BARLEY,Pit Stop,0.558445391
DYNAMIKE,Bric-a-Brac,0.558443919
PAM,Dark Passage,0.558432622
NANI,Luis' Revenge,0.558430958
FRANK,Dry Season,0.558411659
BULL,Excel,0.558398783
BUZZ,Diagonal Alley,0.558388222
SHELLY,Skull Creek,0.558384754
BEA,Diagonal Alley,0.558380184
LOU,Double Swoosh,0.55838009
8-BIT,Super Stadium,0.558379476
BROCK,Four Squared,0.558377131
AMBER,Flooded Mine,0.558368966
MEG,Hot Potato,0.558355897
BYRON,Nuts & Bolts,0.558353577
SURGE,Night at the Museum,0.558348261
BEA,MONKEY MAZE,0.558332286
SURGE,DANGER CHAMBER,0.558323931
MAX,Bric-a-Brac,0.55831513
SHELLY,Gem Fort,0.55831289
COLT,Robo Ring,0.55831263
COLONEL RUFFS,Belle's Rock,0.558290224
BIBI,Dark Fantasies,0.558289463
DARRYL,Cube Force,0.558284403
PENNY,Some Assembly Required,0.558284268
BO,Safety Center,0.558258077
BARLEY,Robo Ring,0.55825336
JACKY,Hard Rock Mine,0.558249167
AMBER,Cavern Churn,0.558233631
GENE,Double Swoosh,0.55821699
BYRON,Flooded Mine,0.55821348
GRIFF,Layer Cake,0.558199316
POCO,Split,0.558196118
COLONEL RUFFS,Bot Drop,0.55819497
JACKY,WARRIOR'S WAY,0.558188602
EDGAR,Kaboom Canyon,0.558185488
BARLEY,Sneaky Fields,0.558183413
LEON,Pierced,0.558179998
TICK,Pinhole Punt,0.558172021
FRANK,Deep Diner,0.55815811
BYRON,Undermine,0.558150464
GRIFF,Skull Creek,0.558143614
BEA,Bridge Too Far,0.558139526
SPIKE,Gem Fort,0.558134097
MR. P,Gem Fort,0.558133864
RICO,Dry Season,0.558131884
PIPER,Double Trouble,0.55813065
LOU,Safety Center,0.558116952
SANDY,Pit Stop,0.558111929
JACKY,Crystal Arcade,0.558111708
MR. P,Cavern Churn,0.558108149
NITA,Skull Creek,0.558103084
SHELLY,Power Shot,0.558094732
JESSIE,Mystic Touch,0.558093736
GRIFF,Controller Chaos,0.558070269
GALE,Cotton Candy Dreams,0.558063385
FANG,Gem Fort,0.558063194
BO,Sneaky Fields,0.558058334
GENE,Robo Ring,0.558048363
LEON,Rockwall Brawl,0.558030003
POCO,Parallel Plays,0.557989315
DARRYL,Dry Season,0.557968161
GENE,Minecart Madness,0.557967483
BROCK,DANGER CHAMBER,0.557954498
AMBER,Factory Rush,0.55795117
DARRYL,Parallel Plays,0.557949125
BUZZ,Shooting Star,0.557942058
AMBER,Gem Fort,0.557941938
NANI,Sneaky Fields,0.557941892
SANDY,Dried Up River,0.55794011
CARL,Layer Cake,0.557938644
STU,Layer Cake,0.55793696
COLETTE,Dark Passage,0.557933284
TARA,Goldarm Gulch,0.557922042
POCO,Dark Passage,0.557908135
BULL,Kaboom Canyon,0.557902772
STU,Ends Meet,0.557883873
EL PRIMO,Cube Force,0.557883697
FANG,DANGER CHAMBER,0.557883534
PIPER,Field Goal,0.557882347
COLETTE,Double Trouble,0.557879337
LEON,Feast or Famine,0.557867213
EL PRIMO,Skull Creek,0.557864986
SQUEAK,Bric-a-Brac,0.557864013
SANDY,DUELIST'S DESTINY,0.5578612
BELLE,MONKEY MAZE,0.557854678
PAM,Factory Rush,0.557845254
DARRYL,Bot Drop,0.557842573
PENNY,Hard Rock Mine,0.557830933
ASH,Junk Park,0.557819489
EMZ,Ring of Fire,0.557819117
RICO,Middle Ground,0.557811215
BUZZ,Dueling Beetles,0.557791368
SHELLY,Undermine,0.557791028
COLONEL RUFFS,Four Squared,0.557781023
SANDY,Junk Park,0.557760416
SANDY,DANGER CHAMBER,0.557756785
GRIFF,Cube Force,0.557748934
SHELLY,Ring of Fire,0.557746236
BARLEY,Danger Zone,0.557745296
8-BIT,Layer Cake,0.55774018
SPROUT,Double Trouble,0.55773675
GALE,Deathcap Trap,0.557729274
NANI,SHROUDING SERPENT,0.557722228
PIPER,Minecart Madness,0.557715776
RICO,Flaring Phoenix,0.557714681
SURGE,Diagonal Alley,0.557712281
SQUEAK,Lit Match,0.557699452
PIPER,Flooded Mine,0.557691203
8-BIT,Hot Potato,0.557670892
BO,Nuts & Bolts,0.557668548
PAM,Layer Cake,0.557665659
8-BIT,Scorched Stone,0.557661243
EMZ,Electric Zone,0.557661105
JACKY,Scorched Stone,0.557654953
TICK,Binary Coding,0.557652435
NANI,Cube Force,0.557648682
POCO,Hard Rock Mine,0.557636753
LOU,Four Squared,0.557636221
SPROUT,Undermine,0.557630103
LOU,Ring of Fire,0.557624743
CROW,Sticky Notes,0.557617135
LEON,Field Goal,0.557615306
JESSIE,Dried Up River,0.55760869
NANI,Safety Center,0.557604567
PENNY,Night at the Museum,0.557592963
BYRON,Gem Fort,0.55757017
FRANK,Gem Source,0.557566058
BIBI,Bot Drop,0.557565886
CROW,Robo Ring,0.557551054
GALE,Dried Up River,0.557535259
8-BIT,Feast or Famine,0.557531486
COLETTE,Junk Park,0.557511973
COLETTE,Bot Drop,0.557510365
PAM,Parallel Plays,0.557506058
DYNAMIKE,Flaring Phoenix,0.557494358
NANI,Danger Zone,0.557493848
BULL,Dark Fantasies,0.557491916
BROCK,Goldarm Gulch,0.557490486
NANI,Goldarm Gulch,0.557486982
GALE,Last Stand,0.557477563
JACKY,Dried Up River,0.557448574
BARLEY,Super Stadium,0.557434223
COLONEL RUFFS,Rockwall Brawl,0.557432905
DYNAMIKE,Luis' Revenge,0.557423291
PENNY,Pit Stop,0.557422422
SHELLY,Dried Up River,0.557410209
NITA,Layer Cake,0.557389316
BIBI,Bric-a-Brac,0.55738136
BARLEY,Sticky Notes,0.557377024
PAM,Nuts & Bolts,0.557367787
SURGE,Parallel Plays,0.557365042
BIBI,Belle's Rock,0.557358003
FRANK,Belle's Rock,0.557335317
BROCK,MONKEY MAZE,0.557325317
BUZZ,Bridge Too Far,0.557323633
EMZ,Factory Rush,0.557314493
BUZZ,Four Squared,0.557305528
MAX,Acute Angle,0.557298705
JESSIE,Bot Drop,0.557289501
NANI,Double Swoosh,0.557280225
BYRON,Pit Stop,0.557274315
AMBER,Double Swoosh,0.557262349
SHELLY,Diagonal Alley,0.557259564
PAM,Dueling Beetles,0.557241905
MR. P,Double Swoosh,0.557231819
EDGAR,Pierced,0.557229679
PENNY,Ruins,0.557228649
MR. P,Layer Cake,0.55722707
EL PRIMO,Electric Zone,0.557212252
GRIFF,Split,0.557203284
AMBER,Shooting Star,0.557199827
AMBER,Hot Potato,0.557188387
SQUEAK,Parallel Plays,0.557177131
BEA,Ends Meet,0.557168091
MORTIS,Middle Ground,0.557153578
NITA,Junk Park,0.557152016
DYNAMIKE,SHROUDING SERPENT,0.557149071
GENE,Lit Match,0.557145318
BEA,Hot Potato,0.557135001
BIBI,Bridge Too Far,0.557132873
SHELLY,Bric-a-Brac,0.55711386
CARL,Excel,0.557108169
NANI,Last Stand,0.557108094
GRIFF,Hard Rock Mine,0.557107548
BEA,Goldarm Gulch,0.557104818
LEON,Robo Ring,0.557101701
GRIFF,Robo Ring,0.557098486
NANI,Lit Match,0.557088552
BYRON,Minecart Madness,0.557076577
NANI,Skull Creek,0.557070459
COLETTE,Diagonal Alley,0.557063444
BARLEY,Bridge Too Far,0.557043072
GRIFF,Kaboom Canyon,0.557035446
JESSIE,Nuts & Bolts,0.557035248
CARL,Triple Dribble,0.557030012
SURGE,Ring of Fire,0.557029452
EL PRIMO,Flooded Mine,0.557027514
BUZZ,Safe Zone,0.557026631
EMZ,Middle Ground,0.557019324
BULL,Minecart Madness,0.557015176
CROW,Ends Meet,0.557010448
CROW,Last Stand,0.556999909
LEON,Flaring Phoenix,0.556999664
BO,Dried Up River,0.556994719
CROW,Cube Force,0.556992712
BYRON,Acute Angle,0.556986129
8-BIT,Center Field,0.556984022
AMBER,Goldarm Gulch,0.556971417
GENE,Triple Dribble,0.556963821
SURGE,Minecart Madness,0.556963539
DARRYL,Ring of Fire,0.556961434
BYRON,TIGER TRAP,0.556954375
GALE,Safety Center,0.556942793
MAX,Ends Meet,0.5569416
SURGE,Dry Season,0.55693361
COLT,Diagonal Alley,0.556933424
DARRYL,Hideout,0.556919204
STU,Bot Drop,0.556912377
STU,Pinhole Punt,0.556872736
TARA,Dark Passage,0.556848303
BUZZ,Pierced,0.556832474
DARRYL,Robo Ring,0.556827266
SPIKE,Nuts & Bolts,0.556811293
COLETTE,Feast or Famine,0.556805308
COLETTE,Acute Angle,0.556803939
BIBI,Hideout,0.556798836
LOU,Some Assembly Required,0.556781325
SURGE,Excel,0.556780941
BYRON,Parallel Plays,0.556775892
COLETTE,Power Shot,0.55676253
BO,Diagonal Alley,0.556754163
DYNAMIKE,Bot Drop,0.556750078
CROW,Deathcap Trap,0.556737937
SPROUT,SUPER CITY,0.556734052
GALE,Acid Lakes,0.556733457
DARRYL,Deep End,0.556728451
CROW,Parallel Plays,0.55672677
PAM,Bridge Too Far,0.556724104
JACKY,SUPER CITY,0.556723419
BUZZ,Acute Angle,0.556722751
POCO,Double Trouble,0.556709642
COLT,Cotton Candy Dreams,0.556701394
MAX,Parallel Plays,0.556699823
STU,Goldarm Gulch,0.556686846
BIBI,Split,0.556674888
LOU,Pit Stop,0.556670006
NANI,Bot Drop,0.556651301
AMBER,Cotton Candy Dreams,0.55664945
EDGAR,Four Squared,0.556629979
TICK,Kaboom Canyon,0.556628756
MEG,Skull Creek,0.556619539
BELLE,Ring of Fire,0.556618676
COLETTE,Cavern Churn,0.556604312
FRANK,Deathcap Trap,0.556602743
TARA,Split,0.556596843
GALE,Hot Potato,0.556596836
BYRON,Some Assembly Required,0.556589357
BUZZ,Undermine,0.556581796
LEON,Hot Potato,0.556572935
BELLE,Bric-a-Brac,0.556566134
BELLE,Skull Creek,0.556558708
TICK,Ring of Fire,0.556556446
AMBER,SUPER CITY,0.556551767
GRIFF,Cavern Churn,0.556551031
TARA,Cube Force,0.55654911
STU,Dry Season,0.556544902
FRANK,Ring of Fire,0.556541231
EL PRIMO,Last Stand,0.556508969
LEON,Controller Chaos,0.556506802
BIBI,Pierced,0.556493204
8-BIT,Sticky Notes,0.556490779
PIPER,Electric Zone,0.556466464
LOU,Acid Lakes,0.556456777
JACKY,Rattlesnake Ravine,0.556454617
BUZZ,Parallel Plays,0.556452011
BYRON,Last Stand,0.556447708
MAX,Night at the Museum,0.556443012
CROW,Junk Park,0.556439396
MAX,Super Stadium,0.556437392
LEON,Deep Diner,0.556402292
LOU,Acute Angle,0.556399426
BEA,Ring of Fire,0.556385185
SANDY,Robo Ring,0.556367284
BIBI,Kaboom Canyon,0.556365031
SHELLY,Luis' Revenge,0.556363923
BIBI,Deep Diner,0.556359772
PENNY,Kaboom Canyon,0.556357902
POCO,Layer Cake,0.556339904
SURGE,Bridge Too Far,0.556307254
PIPER,Diagonal Alley,0.556303383
FRANK,Electric Zone,0.556298332
SPIKE,Double Trouble,0.556275869
PAM,Safe Zone,0.55627573
PENNY,Diagonal Alley,0.556274468
MAX,Dark Passage,0.55627342
AMBER,Ring of Fire,0.556255784
MAX,TIGER TRAP,0.556254853
LEON,Bric-a-Brac,0.556244912
BIBI,Deathcap Trap,0.556236023
TICK,NO SURRENDER,0.556224965
LOU,Lit Match,0.556220185
SHELLY,Minecart Madness,0.556219361
BARLEY,Firm Grip,0.556208241
COLT,Hot Potato,0.556186672
CROW,Center Field,0.556185739
EMZ,Deep Diner,0.556169757
BUZZ,Deep Diner,0.556168522
BEA,Bric-a-Brac,0.556157652
BEA,Bot Drop,0.556156271
GENE,Cotton Candy Dreams,0.55615442
FANG,Robo Ring,0.556145402
AMBER,Last Stand,0.556143206
MR. P,Lit Match,0.55614252
MAX,Dueling Beetles,0.556140893
BELLE,Scorched Stone,0.556131968
EDGAR,Junk Park,0.556128466
STU,Cube Force,0.556120479
CROW,Sneaky Fields,0.556118041
MAX,Double Trouble,0.556114571
LEON,Crystal Arcade,0.556100761
LEON,Safety Center,0.556100686
COLONEL RUFFS,Cavern Churn,0.556088884
BYRON,Double Trouble,0.556087494
POCO,DUELIST'S DESTINY,0.5560845
BUZZ,Minecart Madness,0.556080606
BEA,Electric Zone,0.556070053
MAX,Shooting Star,0.556051859
BULL,Hard Rock Mine,0.556040256
8-BIT,Ruins,0.556034609
NANI,Backyard Bowl,0.556024411
JACKY,Diagonal Alley,0.556022896
FRANK,Hot Potato,0.556016596
SANDY,Layer Cake,0.556015562
COLETTE,Crystal Arcade,0.55601
FRANK,Double Swoosh,0.556009833
BROCK,Electric Zone,0.556007878
BELLE,Rockwall Brawl,0.556005463
EL PRIMO,Cavern Churn,0.556004988
PAM,Mystic Touch,0.556002466
RICO,DUELIST'S DESTINY,0.55599686
ROSA,Hot Potato,0.555994699
CROW,Dark Fantasies,0.555991282
PAM,Dried Up River,0.555981493
JACKY,Junk Park,0.555980348
LOU,Dueling Beetles,0.555978192
EL PRIMO,Lit Match,0.555967869
TARA,Safe Zone,0.555961273
PAM,Feast or Famine,0.55595052
GENE,Feast or Famine,0.555941417
COLT,Crystal Arcade,0.555940946
LEON,Sticky Notes,0.555931439
CROW,Flaring Phoenix,0.555930579
LOU,Hard Rock Mine,0.555926819
MAX,Kaboom Canyon,0.555925375
SURGE,Ruins,0.555913135
PIPER,Junk Park,0.555907848
PENNY,Parallel Plays,0.555894891
SURGE,Danger Zone,0.555880728
GRIFF,Some Assembly Required,0.555879945
SPIKE,Scorched Stone,0.555877235
NANI,Dry Season,0.555874402
EL PRIMO,Four Squared,0.555873746
BULL,Deep Diner,0.555869283
MAX,Flaring Phoenix,0.555865735
DYNAMIKE,Robo Ring,0.555852922
NANI,Deathcap Trap,0.555847416
PIPER,Luis' Revenge,0.555838823
BUZZ,Excel,0.555831951
EL PRIMO,Night at the Museum,0.55582224
NANI,Pinhole Punt,0.555820872
PIPER,Lit Match,0.555820341
EL PRIMO,Factory Rush,0.555816394
GALE,Belle's Rock,0.555812582
STU,Belle's Rock,0.555808132
PENNY,Acid Lakes,0.555807067
GRIFF,Ruins,0.555799899
BIBI,Safe Zone,0.555792522
CROW,Feast or Famine,0.55579064
ROSA,Nuts & Bolts,0.555788657
EMZ,Gem Source,0.555786791
SURGE,Middle Ground,0.555782834
SURGE,Some Assembly Required,0.555782674
BELLE,Safety Center,0.555782431
BARLEY,WARRIOR'S WAY,0.555776213
COLONEL RUFFS,Backyard Bowl,0.555761948
COLONEL RUFFS,Ring of Fire,0.555761468
BO,Sticky Notes,0.55576046
MAX,Excel,0.555756852
GALE,Pierced,0.555749985
RICO,Bridge Too Far,0.555748389
MEG,SUPER CITY,0.555741558
TICK,Triple Dribble,0.555740465
BIBI,Minecart Madness,0.555734817
BROCK,Crystal Arcade,0.555726095
MORTIS,Junk Park,0.555724349
EDGAR,Night at the Museum,0.555717614
RICO,Minecart Madness,0.555696208
SPROUT,Robo Ring,0.555691704
SURGE,Dueling Beetles,0.55568951
GALE,Flaring Phoenix,0.555657601
BO,Ring of Fire,0.555655653
BIBI,Night at the Museum,0.555654807
PIPER,Kaboom Canyon,0.555652076
NITA,Dried Up River,0.555651266
MAX,Factory Rush,0.555649974
BEA,Some Assembly Required,0.555648717
AMBER,Rattlesnake Ravine,0.555636641
BULL,Bot Drop,0.555632735
CARL,Parallel Plays,0.555614111
COLETTE,Split,0.555599156
BARLEY,Layer Cake,0.555590276
SHELLY,Acute Angle,0.555583557
BULL,Acute Angle,0.555580061
FANG,Dueling Beetles,0.555571415
MAX,Safe Zone,0.55556302
MAX,Double Swoosh,0.555549735
NANI,Excel,0.555542041
PENNY,Rattlesnake Ravine,0.555539863
SURGE,Safe Zone,0.555535683
LEON,Junk Park,0.555523688
CROW,Excel,0.555517751
BO,SHROUDING SERPENT,0.555492813
BELLE,Double Trouble,0.55548681
SQUEAK,Hot Potato,0.555483785
SANDY,Shooting Star,0.555473632
AMBER,Split,0.5554731
JESSIE,Safety Center,0.555472974
BYRON,Double Swoosh,0.555471376
TARA,Dry Season,0.55546455
COLONEL RUFFS,Pinball Dreams,0.555450386
COLONEL RUFFS,Scorched Stone,0.555438075
POCO,Diagonal Alley,0.555423593
CROW,Electric Zone,0.555399012
SANDY,Factory Rush,0.55539805
TARA,Kaboom Canyon,0.555384563
GALE,Skull Creek,0.555383682
COLONEL RUFFS,Last Stand,0.555377316
BARLEY,Safety Center,0.555360267
SHELLY,Hideout,0.555354913
DYNAMIKE,DANGER CHAMBER,0.555338398
BIBI,Middle Ground,0.555336977
SQUEAK,Cavern Churn,0.555336311
GENE,Layer Cake,0.555328057
MAX,Undermine,0.555327393
SQUEAK,SUPER CITY,0.555327344
BYRON,Lit Match,0.555312095
DARRYL,Rattlesnake Ravine,0.555310387
BELLE,Double Swoosh,0.555307195
SPROUT,Minecart Madness,0.555288661
SPIKE,Mystic Touch,0.555286982
BO,Parallel Plays,0.555282988
BARLEY,Rattlesnake Ravine,0.55527619
LEON,Nuts & Bolts,0.55527359
BIBI,Luis' Revenge,0.5552622
EL PRIMO,Robo Ring,0.555248133
LEON,Bridge Too Far,0.55524283
LEON,Cotton Candy Dreams,0.555238599
COLETTE,SUPER CITY,0.555228422
BARLEY,Backyard Bowl,0.555225563
ROSA,Robo Ring,0.555209998
SQUEAK,Night at the Museum,0.55520777
TARA,Electric Zone,0.555202347
8-BIT,Dried Up River,0.555201624
BIBI,Dry Season,0.555191634
GALE,Minecart Madness,0.55518706
JESSIE,Feast or Famine,0.555181494
SHELLY,Controller Chaos,0.555180598
PIPER,Split,0.555175469
SPIKE,Bric-a-Brac,0.555168639
FRANK,Crystal Arcade,0.555164507
RICO,Last Stand,0.555162816
GALE,Layer Cake,0.555150407
BROCK,Layer Cake,0.555139902
LEON,Some Assembly Required,0.555133407
BIBI,WARRIOR'S WAY,0.555119655
STU,Safety Center,0.555087417
BROCK,Danger Zone,0.555083938
SPROUT,Cavern Churn,0.555080477
FANG,Ring of Fire,0.555077455
EDGAR,Parallel Plays,0.555066008
SPIKE,Middle Ground,0.55505614
BELLE,Deep Diner,0.555055371
MAX,Gem Source,0.555054489
EL PRIMO,Layer Cake,0.555049502
JESSIE,Dark Passage,0.555048862
NANI,Mystic Touch,0.555048185
LEON,Binary Coding,0.555048165
TICK,Firm Grip,0.55503917
BO,Layer Cake,0.555024401
MAX,Firm Grip,0.555017586
EL PRIMO,Mystic Touch,0.555012045
MEG,Last Stand,0.55500555
GENE,Pinball Dreams,0.554997729
FRANK,Hideout,0.554988419
MORTIS,Ends Meet,0.554979538
GENE,Field Goal,0.554975336
NANI,SUPER CITY,0.554974743
SPROUT,Four Squared,0.554969598
SURGE,Gem Fort,0.554954551
BEA,Gem Source,0.554951421
JACKY,Double Swoosh,0.554944977
EMZ,Mystic Touch,0.554943068
BIBI,Ends Meet,0.554936853
BARLEY,Last Stand,0.554922085
GENE,Bric-a-Brac,0.554917212
PIPER,Middle Ground,0.554914708
FANG,Safe Zone,0.554912119
BUZZ,Robo Ring,0.554908343
CROW,Dueling Beetles,0.554902402
GALE,Hard Rock Mine,0.554899934
JACKY,Lit Match,0.554896941
JACKY,Pit Stop,0.554891503
COLETTE,Hard Rock Mine,0.554874165
EMZ,Junk Park,0.554873921
ROSA,Layer Cake,0.554867628
POCO,Junk Park,0.554862821
BROCK,Shooting Star,0.554857188
TICK,Four Squared,0.554850593
BO,Dark Passage,0.554842033
BUZZ,Belle's Rock,0.554840925
PIPER,Nuts & Bolts,0.554837048
NANI,Minecart Madness,0.55480604
EDGAR,Nuts & Bolts,0.554800387
GENE,Crystal Arcade,0.554793317
TICK,Undermine,0.554792133
CROW,Power Shot,0.554752834
BARLEY,Crystal Arcade,0.554749138
BIBI,Shooting Star,0.554746875
SURGE,WARRIOR'S WAY,0.554744754
LEON,Mystic Touch,0.554743772
EL PRIMO,Safety Center,0.554736274
FRANK,Goldarm Gulch,0.554730447
DYNAMIKE,Belle's Rock,0.55472555
DARRYL,Electric Zone,0.554723772
SHELLY,Four Squared,0.554718394
BARLEY,Hard Rock Mine,0.554703258
MEG,Layer Cake,0.55469544
BEA,Flooded Mine,0.554676531
NANI,Dark Passage,0.554673884
DYNAMIKE,Ring of Fire,0.554666027
SURGE,Firm Grip,0.554664589
SPIKE,Cube Force,0.554658749
AMBER,Hard Rock Mine,0.554657524
BIBI,Dueling Beetles,0.554656218
DYNAMIKE,Four Squared,0.554646845
JESSIE,Acid Lakes,0.55464071
SHELLY,Goldarm Gulch,0.554640104
SURGE,Slalom Slam,0.554634831
MAX,Middle Ground,0.554631846
LEON,Double Swoosh,0.554619766
CROW,Flooded Mine,0.554617537
SHELLY,Pinball Dreams,0.554608983
MORTIS,Factory Rush,0.554599499
GALE,Cavern Churn,0.554599165
BUZZ,Safety Center,0.554591737
BROCK,Minecart Madness,0.554591172
CROW,Layer Cake,0.554585905
COLONEL RUFFS,Pit Stop,0.554579281
NANI,Deep Diner,0.554576812
MR. P,Minecart Madness,0.554566823
PAM,Shooting Star,0.554562808
RICO,Layer Cake,0.554562239
BO,Acid Lakes,0.554561106
NANI,Middle Ground,0.554542904
TICK,Ruins,0.554529738
NANI,Flooded Mine,0.554506894
BELLE,Center Stage,0.554504759
BULL,Scorched Stone,0.554492427
PAM,Hot Potato,0.554491498
BELLE,Diagonal Alley,0.554491028
COLONEL RUFFS,Skull Creek,0.554459344
LEON,Undermine,0.554445303
BO,Center Stage,0.554437573
POCO,Safety Center,0.554436129
COLONEL RUFFS,SUPER CITY,0.554431862
SPROUT,Feast or Famine,0.554426888
EL PRIMO,Scorched Stone,0.5544176
NANI,Flaring Phoenix,0.55441474
TICK,Night at the Museum,0.554405293
GENE,Backyard Bowl,0.554401976
EMZ,Pierced,0.554399184
PIPER,Gem Source,0.554390495
TICK,Bric-a-Brac,0.55439029
TARA,Dark Fantasies,0.554384572
LEON,Deathcap Trap,0.554366234
DYNAMIKE,Hideout,0.554362951
COLONEL RUFFS,Hard Rock Mine,0.554357992
MR. P,Ring of Fire,0.554335446
SURGE,Pierced,0.554332949
BARLEY,Kaboom Canyon,0.554319277
MAX,Power Shot,0.554311984
SANDY,Nuts & Bolts,0.554309726
TICK,Sneaky Fields,0.554304681
EMZ,Backyard Bowl,0.554293828
TARA,Feast or Famine,0.554287013
NANI,Center Stage,0.554284452
CROW,Dark Passage,0.554280965
TARA,Dueling Beetles,0.554270049
NANI,Scorched Stone,0.554265074
BARLEY,Skull Creek,0.554256034
SPIKE,Hideout,0.554250421
BYRON,Diagonal Alley,0.55423554
BULL,Middle Ground,0.554233431
LEON,Diagonal Alley,0.554220536
GALE,Scorched Stone,0.55420851
STU,Deathcap Trap,0.554194036
BELLE,Rattlesnake Ravine,0.554192645
EDGAR,DANGER CHAMBER,0.55419153
BARLEY,Parallel Plays,0.554178147
LOU,Controller Chaos,0.554176908
STU,Kaboom Canyon,0.554162612
MR. P,Sticky Notes,0.554155156
FANG,Kaboom Canyon,0.554153588
BARLEY,Lit Match,0.554151847
PAM,Lit Match,0.554150992
BIBI,Robo Ring,0.554143883
BROCK,Flooded Mine,0.554143515
RICO,Night at the Museum,0.554124532
BIBI,Crystal Arcade,0.554113904
SHELLY,Flooded Mine,0.554106095
COLONEL RUFFS,Dark Fantasies,0.55410215
JESSIE,Double Trouble,0.554087994
MR. P,Skull Creek,0.554081503
AMBER,Pierced,0.554081149
EMZ,Some Assembly Required,0.554071871
COLETTE,Last Stand,0.554061093
ROSA,Last Stand,0.554055543
MORTIS,Gem Source,0.55403838
LOU,Deep End,0.554035308
SQUEAK,Double Swoosh,0.554028123
BUZZ,Flooded Mine,0.5540254
SPROUT,Field Goal,0.554019156
NANI,MONKEY MAZE,0.554017285
COLONEL RUFFS,Parallel Plays,0.554001343
BIBI,Firm Grip,0.553998678
BUZZ,Crystal Arcade,0.553985742
BARLEY,Feast or Famine,0.55397802
BIBI,Excel,0.553977185
GENE,Safety Center,0.553963036
SPIKE,Dark Passage,0.55395935
PAM,Junk Park,0.553933061
SHELLY,Rattlesnake Ravine,0.553932406
TICK,Pinball Dreams,0.553921982
BROCK,Some Assembly Required,0.553918156
SPIKE,Dry Season,0.553909479
FRANK,Bridge Too Far,0.553905757
BARLEY,Mystic Touch,0.553899269
DYNAMIKE,Electric Zone,0.553879212
BROCK,Factory Rush,0.553857761
DYNAMIKE,Cube Force,0.55385276
COLETTE,Rattlesnake Ravine,0.55384726
EL PRIMO,Dried Up River,0.553843402
8-BIT,Ring of Fire,0.553838201
BIBI,Hard Rock Mine,0.553804621
PAM,Night at the Museum,0.553775956
POCO,Middle Ground,0.553772987
TICK,Nuts & Bolts,0.553771124
CROW,Bric-a-Brac,0.553754136
GALE,Dueling Beetles,0.553750843
BUZZ,Electric Zone,0.553748013
BIBI,Double Swoosh,0.553728772
MAX,SHROUDING SERPENT,0.553723369
FRANK,Acid Lakes,0.553717925
BEA,Center Stage,0.553715285
NANI,Layer Cake,0.553713985
ROSA,Electric Zone,0.553709161
JESSIE,Rockwall Brawl,0.553705059
LEON,Factory Rush,0.553702542
BULL,Skull Creek,0.553679863
BYRON,Safety Center,0.553672868
CARL,Diagonal Alley,0.553671407
SHELLY,Deathcap Trap,0.553656408
EDGAR,Pinball Dreams,0.553650099
TICK,Bot Drop,0.553646782
MAX,Gem Fort,0.553642725
SQUEAK,Hard Rock Mine,0.553614981
COLT,Acute Angle,0.553609893
MORTIS,Robo Ring,0.553609703
BUZZ,Double Swoosh,0.553595641
SURGE,Last Stand,0.553595372
RICO,Bot Drop,0.55359009
BUZZ,Flaring Phoenix,0.553588892
EL PRIMO,Pit Stop,0.553584562
NANI,Safe Zone,0.55357841
NANI,Pierced,0.553572779
BEA,Split,0.553557305
TICK,Junk Park,0.553546713
NANI,Crystal Arcade,0.553544995
CROW,Goldarm Gulch,0.553544319
BELLE,Dueling Beetles,0.55353738
COLETTE,Backyard Bowl,0.553512008
MORTIS,Flooded Mine,0.553510021
GALE,Bot Drop,0.553499736
EMZ,Ends Meet,0.55348457
EMZ,Acute Angle,0.553469388
8-BIT,Power Shot,0.553453354
FRANK,Rockwall Brawl,0.553448569
COLT,Hideout,0.553446879
MAX,Rockwall Brawl,0.553423895
POCO,Last Stand,0.553416067
MORTIS,MONKEY MAZE,0.553411087
BUZZ,Lit Match,0.553382063
FRANK,Cube Force,0.553375075
SPIKE,Safety Center,0.553373791
POCO,WARRIOR'S WAY,0.553372623
TARA,Bot Drop,0.553364222
LEON,Dried Up River,0.553349124
GRIFF,Parallel Plays,0.553342755
STU,Flaring Phoenix,0.553329737
BYRON,Factory Rush,0.55332928
PAM,Rockwall Brawl,0.553315769
STU,Minecart Madness,0.553313373
FRANK,Pierced,0.55331029
AMBER,Crystal Arcade,0.553301068
DYNAMIKE,TIGER TRAP,0.553255637
BARLEY,Ruins,0.553254999
SANDY,Parallel Plays,0.553247403
MAX,Safety Center,0.553239269
MORTIS,Minecart Madness,0.553237474
RICO,Double Trouble,0.55323703
EMZ,Minecart Madness,0.553232201
PAM,Split,0.553221724
SPIKE,Electric Zone,0.553210498
COLONEL RUFFS,Safety Center,0.553198663
SPIKE,Ends Meet,0.553191571
JESSIE,Split,0.553186004
SHELLY,Dueling Beetles,0.553183546
CROW,Shooting Star,0.553178122
CROW,Factory Rush,0.553163645
